"","date","symbol","exdate","cp_flag","strike_price","best_bid","best_offer","volume","open_interest","impl_volatility"
"2038","2026-02-18","SPY",2026-03-13,"C",615,72.53,75.32,1,14,0.377203493652344
"2040","2026-02-18","SPY",2026-03-13,"C",618,69.66,72.46,2,4,0.36914693359375
"2041","2026-02-18","SPY",2026-03-13,"C",620,67.71,70.44,4,5,0.36057157989502
"2044","2026-02-18","SPY",2026-03-13,"C",625,62.94,65.74,3,4,0.348334153442383
"2046","2026-02-18","SPY",2026-03-13,"C",630,59.3,59.71,26,29,0.300879794006348
"2047","2026-02-18","SPY",2026-03-13,"C",633,56.41,56.93,1,3,0.294989960327148
"2048","2026-02-18","SPY",2026-03-13,"C",635,54.59,55,4,67,0.288825471191406
"2049","2026-02-18","SPY",2026-03-13,"C",640,49.96,50.34,2,63,0.276984769287109
"2050","2026-02-18","SPY",2026-03-13,"C",642,48.16,48.57,1,4,0.274116145629883
"2052","2026-02-18","SPY",2026-03-13,"C",644,46.25,46.72,2,2,0.269111312866211
"2053","2026-02-18","SPY",2026-03-13,"C",645,45.43,45.78,3,23,0.266242689208984
"2057","2026-02-18","SPY",2026-03-13,"C",650,40.88,41.23,6,658,0.254340952758789
"2058","2026-02-18","SPY",2026-03-13,"C",651,40.06,40.46,2,2,0.254646125488281
"2060","2026-02-18","SPY",2026-03-13,"C",653,38.29,38.82,4,6,0.252845606384277
"2061","2026-02-18","SPY",2026-03-13,"C",654,37.41,37.8,2,2,0.247901808166504
"2062","2026-02-18","SPY",2026-03-13,"C",655,36.55,36.85,3,71,0.244331287231445
"2063","2026-02-18","SPY",2026-03-13,"C",657,34.82,35.17,1,6,0.241126973571777
"2064","2026-02-18","SPY",2026-03-13,"C",658,33.83,34.21,2,2,0.237190245361328
"2065","2026-02-18","SPY",2026-03-13,"C",660,32.27,32.54,6,2443,0.233711276245117
"2066","2026-02-18","SPY",2026-03-13,"C",661,31.28,31.63,1,3,0.230506962585449
"2067","2026-02-18","SPY",2026-03-13,"C",662,30.46,30.77,6,7,0.228096098022461
"2068","2026-02-18","SPY",2026-03-13,"C",663,29.65,29.96,3,639,0.226509199829102
"2069","2026-02-18","SPY",2026-03-13,"C",664,28.88,29.12,2,10,0.224281438903809
"2070","2026-02-18","SPY",2026-03-13,"C",665,28.04,28.25,7,1898,0.22147384979248
"2071","2026-02-18","SPY",2026-03-13,"C",666,27.12,27.44,2,19,0.219581778869629
"2072","2026-02-18","SPY",2026-03-13,"C",667,26.35,26.64,5,14,0.217720225219727
"2073","2026-02-18","SPY",2026-03-13,"C",668,25.52,25.82,1,9,0.215461947021484
"2074","2026-02-18","SPY",2026-03-13,"C",669,24.79,25.07,2,32,0.214241256103516
"2075","2026-02-18","SPY",2026-03-13,"C",670,24,24.23,57,678,0.211433666992187
"2076","2026-02-18","SPY",2026-03-13,"C",671,23.2,23.46,35,38,0.209633147888184
"2077","2026-02-18","SPY",2026-03-13,"C",672,22.35,22.63,5,88,0.206795041503906
"2078","2026-02-18","SPY",2026-03-13,"C",673,21.62,21.8,5,65,0.203865383300781
"2079","2026-02-18","SPY",2026-03-13,"C",674,20.86,21.11,1,65,0.202949865112305
"2080","2026-02-18","SPY",2026-03-13,"C",675,20.1,20.28,33,377,0.199776068725586
"2081","2026-02-18","SPY",2026-03-13,"C",676,19.33,19.57,49,120,0.198311239624023
"2082","2026-02-18","SPY",2026-03-13,"C",677,18.56,18.81,4,248,0.195961409606934
"2083","2026-02-18","SPY",2026-03-13,"C",678,17.84,18.07,9,377,0.19376416595459
"2084","2026-02-18","SPY",2026-03-13,"C",679,17.07,17.29,42,378,0.190865025024414
"2085","2026-02-18","SPY",2026-03-13,"C",680,16.39,16.57,193,1048,0.18866778137207
"2086","2026-02-18","SPY",2026-03-13,"C",681,15.63,15.84,60,501,0.186226399536133
"2087","2026-02-18","SPY",2026-03-13,"C",682,15,15.08,147,445,0.183174672241211
"2088","2026-02-18","SPY",2026-03-13,"C",683,14.28,14.36,291,404,0.180550186767578
"2089","2026-02-18","SPY",2026-03-13,"C",684,13.61,13.7,493,633,0.178627598571777
"2090","2026-02-18","SPY",2026-03-13,"C",685,12.92,13.01,486,2364,0.176125182189941
"2091","2026-02-18","SPY",2026-03-13,"C",686,12.31,12.34,681,813,0.173714317626953
"2092","2026-02-18","SPY",2026-03-13,"C",687,11.61,11.64,303,457,0.170693107604981
"2093","2026-02-18","SPY",2026-03-13,"C",688,11.01,11.04,431,556,0.168923105773926
"2094","2026-02-18","SPY",2026-03-13,"C",689,10.39,10.42,409,896,0.166664827575684
"2095","2026-02-18","SPY",2026-03-13,"C",690,9.74,9.77,1324,1935,0.163765686645508
"2096","2026-02-18","SPY",2026-03-13,"C",691,9.18,9.2,418,796,0.161812581176758
"2097","2026-02-18","SPY",2026-03-13,"C",692,8.56,8.59,61,764,0.159066026611328
"2098","2026-02-18","SPY",2026-03-13,"C",693,8,8.04,70,2054,0.156929817504883
"2099","2026-02-18","SPY",2026-03-13,"C",694,7.46,7.48,258,1842,0.154427401123047
"2100","2026-02-18","SPY",2026-03-13,"C",695,6.95,6.98,751,2557,0.152565847473145
"2101","2026-02-18","SPY",2026-03-13,"C",696,6.45,6.47,447,1353,0.150277052001953
"2102","2026-02-18","SPY",2026-03-13,"C",697,5.94,5.97,418,6514,0.147896704711914
"2103","2026-02-18","SPY",2026-03-13,"C",698,5.46,5.49,487,7222,0.145516357421875
"2104","2026-02-18","SPY",2026-03-13,"C",699,5.01,5.04,266,1057,0.143319113769531
"2105","2026-02-18","SPY",2026-03-13,"C",700,4.59,4.62,1691,3280,0.141274456481934
"2106","2026-02-18","SPY",2026-03-13,"C",701,4.18,4.21,329,819,0.13907721282959
"2107","2026-02-18","SPY",2026-03-13,"C",702,3.81,3.83,847,905,0.137063072814941
"2108","2026-02-18","SPY",2026-03-13,"C",703,3.45,3.47,547,664,0.135079450073242
"2109","2026-02-18","SPY",2026-03-13,"C",704,3.1,3.12,1399,916,0.132882206420898
"2110","2026-02-18","SPY",2026-03-13,"C",705,2.79,2.81,861,2370,0.131081687316895
"2111","2026-02-18","SPY",2026-03-13,"C",706,2.49,2.52,240,769,0.129281168212891
"2112","2026-02-18","SPY",2026-03-13,"C",707,2.21,2.23,267,1148,0.127083924560547
"2113","2026-02-18","SPY",2026-03-13,"C",708,1.97,2,538,2249,0.12580219909668
"2114","2026-02-18","SPY",2026-03-13,"C",709,1.73,1.76,114,1196,0.12384909362793
"2115","2026-02-18","SPY",2026-03-13,"C",710,1.53,1.56,1246,1340,0.122445299072266
"2116","2026-02-18","SPY",2026-03-13,"C",711,1.33,1.35,950,841,0.120370124511719
"2117","2026-02-18","SPY",2026-03-13,"C",712,1.17,1.19,19,972,0.11914943359375
"2118","2026-02-18","SPY",2026-03-13,"C",713,1.03,1.04,214,1051,0.117867708129883
"2119","2026-02-18","SPY",2026-03-13,"C",714,0.89,0.91,156,1210,0.116708051757813
"2120","2026-02-18","SPY",2026-03-13,"C",715,0.77,0.78,377,5002,0.115182188110352
"2121","2026-02-18","SPY",2026-03-13,"C",716,0.66,0.67,180,606,0.113900462646484
"2122","2026-02-18","SPY",2026-03-13,"C",717,0.57,0.59,493,801,0.113412186279297
"2123","2026-02-18","SPY",2026-03-13,"C",718,0.49,0.51,101,644,0.11249666809082
"2124","2026-02-18","SPY",2026-03-13,"C",719,0.42,0.44,45,771,0.111703218994141
"2125","2026-02-18","SPY",2026-03-13,"C",720,0.37,0.38,491,3627,0.110970804443359
"2126","2026-02-18","SPY",2026-03-13,"C",721,0.3,0.31,74,1020,0.109261837158203
"2127","2026-02-18","SPY",2026-03-13,"C",722,0.27,0.28,12,1160,0.109628044433594
"2128","2026-02-18","SPY",2026-03-13,"C",723,0.23,0.24,16,858,0.109139768066406
"2129","2026-02-18","SPY",2026-03-13,"C",724,0.19,0.2,90,1028,0.108163215332031
"2130","2026-02-18","SPY",2026-03-13,"C",725,0.17,0.18,931,4222,0.108529422607422
"2131","2026-02-18","SPY",2026-03-13,"C",730,0.09,0.1,31,4190,0.109872182617187
"2132","2026-02-18","SPY",2026-03-13,"C",735,0.05,0.06,53,4167,0.112557702636719
"2133","2026-02-18","SPY",2026-03-13,"C",740,0.04,0.05,18,979,0.119637709960937
"2134","2026-02-18","SPY",2026-03-13,"C",745,0.03,0.04,20,148,0.125985302734375
"2135","2026-02-18","SPY",2026-03-13,"C",750,0.02,0.03,113,288,0.13086806640625
"2136","2026-02-18","SPY",2026-03-13,"C",755,0.02,0.03,12,165,0.139657041015625
"2137","2026-02-18","SPY",2026-03-13,"C",760,0.02,0.03,11,50,0.147469462890625
"2138","2026-02-18","SPY",2026-03-13,"C",765,0.01,0.02,20,429,0.15039912109375
"2139","2026-02-18","SPY",2026-03-13,"C",770,0.01,0.02,97,597,0.15821154296875
"2140","2026-02-18","SPY",2026-03-13,"C",775,0.01,0.02,1,17,0.16602396484375
"2141","2026-02-18","SPY",2026-03-13,"C",780,0.01,0.02,1,6,0.17383638671875
"2142","2026-02-18","SPY",2026-03-13,"C",785,0.01,0.02,405,414,0.18164880859375
"2143","2026-02-18","SPY",2026-03-13,"C",790,0.01,0.02,93,129,0.18946123046875
"2144","2026-02-18","SPY",2026-03-13,"C",795,0.01,0.02,3086,3088,0.19727365234375
"2145","2026-02-18","SPY",2026-03-13,"C",800,0.01,0.02,122,125,0.20508607421875
"2146","2026-02-18","SPY",2026-03-13,"C",805,0.01,0.02,3149,3148,0.21289849609375
"2149","2026-02-18","SPY",2026-03-13,"C",825,0.01,0.02,50,150,0.242195078125
"2151","2026-02-18","SPY",2026-03-13,"C",845,0,0.02,5001,6763,0.2695385546875
"2152","2026-02-18","SPY",2026-03-13,"C",850,0,0.01,11,608,0.2617261328125
"2153","2026-02-18","SPY",2026-03-13,"C",855,0,0.02,2,30,0.2851633984375
"2154","2026-02-18","SPY",2026-03-13,"C",860,0.01,0.02,2,56,0.29102271484375
"2155","2026-02-18","SPY",2026-03-13,"C",865,0.01,0.02,9,187,0.29688203125
"2156","2026-02-18","SPY",2026-03-13,"C",870,0,0.01,1,143,0.289069609375
"2157","2026-02-18","SPY",2026-03-13,"C",875,0,0.02,25,222,0.31055376953125
"2158","2026-02-18","SPY",2026-03-13,"C",880,0,0.01,15,1644,0.3007882421875
"2159","2026-02-18","SPY",2026-03-13,"C",885,0,0.01,13,47,0.304694453125
"2160","2026-02-18","SPY",2026-03-13,"C",890,0,0.01,29,146,0.312506875
"2161","2026-02-18","SPY",2026-03-13,"C",895,0,0.01,15,102,0.320319296875
"2162","2026-02-18","SPY",2026-03-13,"C",900,0,0.01,33,17,0.3242255078125
"2164","2026-02-18","SPY",2026-03-13,"C",910,0,0.01,22,26,0.335944140625
"2165","2026-02-18","SPY",2026-03-13,"C",920,0,0.01,13,103,0.351568984375
"2166","2026-02-18","SPY",2026-03-13,"C",935,0,0.01,36,5,0.367193828125
"2168","2026-02-18","SPY",2026-03-13,"C",965,0,0.01,2,69,0.398443515625
"2170","2026-02-18","SPY",2026-03-13,"C",985,0,0.01,6,157,0.42188078125
"2171","2026-02-18","SPY",2026-03-13,"P",480,0.1,0.11,1,322,0.5312546875
"2172","2026-02-18","SPY",2026-03-13,"P",485,0.11,0.12,373,451,0.52148916015625
"2173","2026-02-18","SPY",2026-03-13,"P",490,0.12,0.13,22,593,0.512700185546875
"2174","2026-02-18","SPY",2026-03-13,"P",495,0.13,0.14,5,431,0.502934658203125
"2175","2026-02-18","SPY",2026-03-13,"P",500,0.14,0.15,5,559,0.494633959960938
"2176","2026-02-18","SPY",2026-03-13,"P",505,0.15,0.16,2,95,0.48438015625
"2177","2026-02-18","SPY",2026-03-13,"P",510,0.16,0.17,702,183,0.473638076171875
"2178","2026-02-18","SPY",2026-03-13,"P",515,0.18,0.19,2,19,0.465825654296875
"2179","2026-02-18","SPY",2026-03-13,"P",520,0.19,0.2,2,349,0.454595297851562
"2180","2026-02-18","SPY",2026-03-13,"P",525,0.2,0.21,232,531,0.442876665039063
"2181","2026-02-18","SPY",2026-03-13,"P",530,0.22,0.23,4,482,0.434087690429688
"2182","2026-02-18","SPY",2026-03-13,"P",535,0.24,0.25,1,255,0.424322163085938
"2183","2026-02-18","SPY",2026-03-13,"P",540,0.26,0.27,88,435,0.414556635742187
"2184","2026-02-18","SPY",2026-03-13,"P",545,0.28,0.29,1,300,0.40430283203125
"2185","2026-02-18","SPY",2026-03-13,"P",550,0.3,0.31,137,215,0.394049028320313
"2186","2026-02-18","SPY",2026-03-13,"P",555,0.33,0.34,155,234,0.38477177734375
"2187","2026-02-18","SPY",2026-03-13,"P",560,0.36,0.37,24,615,0.37500625
"2188","2026-02-18","SPY",2026-03-13,"P",565,0.4,0.41,2,586,0.366217275390625
"2189","2026-02-18","SPY",2026-03-13,"P",570,0.44,0.45,44,614,0.356940024414062
"2190","2026-02-18","SPY",2026-03-13,"P",575,0.48,0.49,49,1543,0.347174497070312
"2191","2026-02-18","SPY",2026-03-13,"P",580,0.53,0.54,212,2177,0.33789724609375
"2192","2026-02-18","SPY",2026-03-13,"P",585,0.59,0.6,232,1001,0.328864133300781
"2193","2026-02-18","SPY",2026-03-13,"P",590,0.65,0.67,64,844,0.320075158691406
"2194","2026-02-18","SPY",2026-03-13,"P",595,0.73,0.74,122,3910,0.31055376953125
"2195","2026-02-18","SPY",2026-03-13,"P",600,0.82,0.84,72,3619,0.302497209472656
"2196","2026-02-18","SPY",2026-03-13,"P",605,0.92,0.94,190,1121,0.293464096679687
"2197","2026-02-18","SPY",2026-03-13,"P",610,1.05,1.06,55,873,0.284675122070312
"2198","2026-02-18","SPY",2026-03-13,"P",611,1.08,1.09,46,211,0.283088223876953
"2199","2026-02-18","SPY",2026-03-13,"P",612,1.11,1.12,51,78,0.281501325683594
"2200","2026-02-18","SPY",2026-03-13,"P",613,1.13,1.15,49,169,0.279914427490234
"2201","2026-02-18","SPY",2026-03-13,"P",614,1.16,1.17,12,689,0.277717183837891
"2202","2026-02-18","SPY",2026-03-13,"P",615,1.19,1.2,218,790,0.275947182006836
"2203","2026-02-18","SPY",2026-03-13,"P",616,1.23,1.24,2,144,0.274665456542969
"2204","2026-02-18","SPY",2026-03-13,"P",617,1.25,1.27,62,84,0.272834420166016
"2205","2026-02-18","SPY",2026-03-13,"P",618,1.3,1.31,11,505,0.271430625610352
"2206","2026-02-18","SPY",2026-03-13,"P",619,1.33,1.35,2,30,0.269965796508789
"2207","2026-02-18","SPY",2026-03-13,"P",620,1.37,1.39,68,6065,0.268439932861328
"2208","2026-02-18","SPY",2026-03-13,"P",621,1.4,1.41,1,460,0.265998551025391
"2209","2026-02-18","SPY",2026-03-13,"P",622,1.45,1.46,2,258,0.26483889465332
"2210","2026-02-18","SPY",2026-03-13,"P",623,1.49,1.5,32,274,0.263129927368164
"2211","2026-02-18","SPY",2026-03-13,"P",624,1.53,1.55,16,239,0.261848201904297
"2212","2026-02-18","SPY",2026-03-13,"P",625,1.56,1.58,261,5715,0.259650958251953
"2213","2026-02-18","SPY",2026-03-13,"P",626,1.62,1.64,123,161,0.258552336425781
"2214","2026-02-18","SPY",2026-03-13,"P",627,1.66,1.68,1,98,0.256721300048828
"2215","2026-02-18","SPY",2026-03-13,"P",628,1.71,1.73,2,131,0.255134401855469
"2216","2026-02-18","SPY",2026-03-13,"P",629,1.76,1.78,7,215,0.253486469116211
"2217","2026-02-18","SPY",2026-03-13,"P",630,1.8,1.82,291,2114,0.251472329101562
"2218","2026-02-18","SPY",2026-03-13,"P",631,1.85,1.88,66,590,0.250068534545898
"2219","2026-02-18","SPY",2026-03-13,"P",632,1.91,1.93,4,181,0.248237498168945
"2220","2026-02-18","SPY",2026-03-13,"P",633,1.98,2.01,9,274,0.247444049072266
"2221","2026-02-18","SPY",2026-03-13,"P",634,2.05,2.07,141,201,0.245796116333008
"2222","2026-02-18","SPY",2026-03-13,"P",635,2.1,2.13,138,1912,0.24414818359375
"2223","2026-02-18","SPY",2026-03-13,"P",636,2.15,2.17,40,210,0.241767836303711
"2224","2026-02-18","SPY",2026-03-13,"P",637,2.23,2.26,29,87,0.240913352661133
"2225","2026-02-18","SPY",2026-03-13,"P",638,2.3,2.33,34,255,0.239326454467773
"2226","2026-02-18","SPY",2026-03-13,"P",639,2.36,2.39,3,120,0.237434383544922
"2227","2026-02-18","SPY",2026-03-13,"P",640,2.44,2.46,661,2717,0.235725416259766
"2228","2026-02-18","SPY",2026-03-13,"P",641,2.51,2.53,61,275,0.233955414428711
"2229","2026-02-18","SPY",2026-03-13,"P",642,2.58,2.61,2,259,0.232368516235352
"2230","2026-02-18","SPY",2026-03-13,"P",643,2.68,2.71,85,363,0.231300411682129
"2231","2026-02-18","SPY",2026-03-13,"P",644,2.76,2.78,168,417,0.22931678894043
"2232","2026-02-18","SPY",2026-03-13,"P",645,2.83,2.86,216,1577,0.227546787109375
"2233","2026-02-18","SPY",2026-03-13,"P",646,2.94,2.97,131,235,0.226448165283203
"2234","2026-02-18","SPY",2026-03-13,"P",647,3.02,3.04,11,299,0.224250921630859
"2235","2026-02-18","SPY",2026-03-13,"P",648,3.13,3.16,4,212,0.223213334350586
"2236","2026-02-18","SPY",2026-03-13,"P",649,3.21,3.24,66,88,0.22110764251709
"2237","2026-02-18","SPY",2026-03-13,"P",650,3.33,3.36,3059,3137,0.219886951599121
"2238","2026-02-18","SPY",2026-03-13,"P",651,3.42,3.45,40,177,0.217872811584473
"2239","2026-02-18","SPY",2026-03-13,"P",652,3.54,3.56,112,811,0.216255396118164
"2240","2026-02-18","SPY",2026-03-13,"P",653,3.66,3.69,52,246,0.214973670654297
"2241","2026-02-18","SPY",2026-03-13,"P",654,3.77,3.79,43,617,0.212929013366699
"2242","2026-02-18","SPY",2026-03-13,"P",655,3.88,3.91,386,2076,0.211250563354492
"2243","2026-02-18","SPY",2026-03-13,"P",656,4,4.03,106,1262,0.209450044250488
"2244","2026-02-18","SPY",2026-03-13,"P",657,4.14,4.16,88,870,0.207771594238281
"2245","2026-02-18","SPY",2026-03-13,"P",658,4.27,4.29,138,783,0.206032109680176
"2246","2026-02-18","SPY",2026-03-13,"P",659,4.4,4.43,51,613,0.204353659667969
"2247","2026-02-18","SPY",2026-03-13,"P",660,4.57,4.6,1906,2968,0.203194003295898
"2248","2026-02-18","SPY",2026-03-13,"P",661,4.72,4.75,121,345,0.201515553283691
"2249","2026-02-18","SPY",2026-03-13,"P",662,4.87,4.91,574,418,0.199898137817383
"2250","2026-02-18","SPY",2026-03-13,"P",663,5.01,5.04,14,588,0.197639859619141
"2251","2026-02-18","SPY",2026-03-13,"P",664,5.17,5.2,45,336,0.195839340515137
"2252","2026-02-18","SPY",2026-03-13,"P",665,5.33,5.36,415,1533,0.193916752319336
"2253","2026-02-18","SPY",2026-03-13,"P",666,5.54,5.57,211,178,0.192787613220215
"2254","2026-02-18","SPY",2026-03-13,"P",667,5.72,5.75,23,278,0.190987094116211
"2255","2026-02-18","SPY",2026-03-13,"P",668,5.91,5.94,203,462,0.189217092285156
"2256","2026-02-18","SPY",2026-03-13,"P",669,6.1,6.13,359,374,0.187355538635254
"2257","2026-02-18","SPY",2026-03-13,"P",670,6.26,6.3,3470,2298,0.185036225891113
"2258","2026-02-18","SPY",2026-03-13,"P",671,6.5,6.54,90,489,0.183754500427246
"2259","2026-02-18","SPY",2026-03-13,"P",672,6.71,6.75,26,527,0.181831912231445
"2260","2026-02-18","SPY",2026-03-13,"P",673,6.9,6.93,345,370,0.179329495849609
"2261","2026-02-18","SPY",2026-03-13,"P",674,7.1,7.14,176,355,0.177132252197266
"2262","2026-02-18","SPY",2026-03-13,"P",675,7.39,7.42,951,1792,0.175911561279297
"2263","2026-02-18","SPY",2026-03-13,"P",676,7.59,7.62,295,265,0.173317593078613
"2264","2026-02-18","SPY",2026-03-13,"P",677,7.82,7.86,1288,849,0.171181383972168
"2265","2026-02-18","SPY",2026-03-13,"P",678,8.1,8.14,128,6406,0.169502933959961
"2266","2026-02-18","SPY",2026-03-13,"P",679,8.4,8.44,76,6315,0.167946553039551
"2267","2026-02-18","SPY",2026-03-13,"P",680,8.63,8.67,1201,1663,0.16523051574707
"2268","2026-02-18","SPY",2026-03-13,"P",681,8.91,8.96,217,235,0.163185858459473
"2269","2026-02-18","SPY",2026-03-13,"P",682,9.25,9.29,212,559,0.161568442993164
"2270","2026-02-18","SPY",2026-03-13,"P",683,9.53,9.57,393,808,0.159066026611328
"2271","2026-02-18","SPY",2026-03-13,"P",684,9.84,9.88,157,1463,0.156807748413086
"2272","2026-02-18","SPY",2026-03-13,"P",685,10.22,10.26,1723,1387,0.155342919311523
"2273","2026-02-18","SPY",2026-03-13,"P",686,10.51,10.55,729,524,0.152413261108398
"2274","2026-02-18","SPY",2026-03-13,"P",687,10.87,10.92,257,498,0.15039912109375
"2275","2026-02-18","SPY",2026-03-13,"P",688,11.23,11.28,687,518,0.148018773803711
"2276","2026-02-18","SPY",2026-03-13,"P",689,11.68,11.72,137,258,0.146584461975098
"2277","2026-02-18","SPY",2026-03-13,"P",690,12.03,12.07,495,2230,0.143624286499023
"2278","2026-02-18","SPY",2026-03-13,"P",691,12.49,12.54,6,324,0.142128940124512
"2279","2026-02-18","SPY",2026-03-13,"P",692,12.79,12.99,15,317,0.140099541473389
"2280","2026-02-18","SPY",2026-03-13,"P",693,13.26,13.45,16,467,0.137948073730469
"2281","2026-02-18","SPY",2026-03-13,"P",694,13.67,13.92,13,299,0.135689795532227
"2282","2026-02-18","SPY",2026-03-13,"P",695,14.17,14.38,33,1163,0.132943240966797
"2283","2026-02-18","SPY",2026-03-13,"P",696,14.69,14.94,5,500,0.131417377319336
"2284","2026-02-18","SPY",2026-03-13,"P",697,15.23,15.46,1,390,0.128975995483398
"2285","2026-02-18","SPY",2026-03-13,"P",698,15.72,16.28,3,175,0.131020652770996
"2286","2026-02-18","SPY",2026-03-13,"P",699,16.3,16.59,1,40,0.124489956359863
"2287","2026-02-18","SPY",2026-03-13,"P",700,16.94,17.17,15,527,0.12189598815918
"2288","2026-02-18","SPY",2026-03-13,"P",701,17.52,17.82,1,38,0.120156503601074
"2289","2026-02-18","SPY",2026-03-13,"P",702,18.1,18.46,1,8,0.117806673583984
"2290","2026-02-18","SPY",2026-03-13,"P",703,18.85,19.21,4,14,0.117135293579102
"2291","2026-02-18","SPY",2026-03-13,"P",704,19.48,20.18,4,5,0.120553228149414
"2292","2026-02-18","SPY",2026-03-13,"P",705,20.25,20.54,4,113,0.111092873535156
"2293","2026-02-18","SPY",2026-03-13,"P",706,20.94,21.34,1,14,0.110238389892578
"2294","2026-02-18","SPY",2026-03-13,"P",707,21.71,22.08,6,320,0.107491835327148
"2295","2026-02-18","SPY",2026-03-13,"P",708,22.45,22.93,1,3,0.107003558959961
"2296","2026-02-18","SPY",2026-03-13,"P",709,23.35,23.91,2,49,0.109811148071289
"2297","2026-02-18","SPY",2026-03-13,"P",710,24.2,24.59,6,2020,0.103646658935547
"2298","2026-02-18","SPY",2026-03-13,"P",711,24.96,25.7,2,4,0.11017735534668
"2299","2026-02-18","SPY",2026-03-13,"P",712,25.89,26.48,1,1,0.106088040771484
"2300","2026-02-18","SPY",2026-03-13,"P",713,26.8,27.35,3,2,0.104257004394531
"2301","2026-02-18","SPY",2026-03-13,"P",714,27.68,28.29,4,1,0.104745280761719
"2302","2026-02-18","SPY",2026-03-13,"P",715,27.59,30.32,4,1,0.140694628295898
"2303","2026-02-18","SPY",2026-03-13,"P",717,29.53,32.31,1,0,0.146981186523438
"2304","2026-02-18","SPY",2026-03-13,"P",719,31.52,34.31,4,0,0.153450848388672
"2305","2026-02-18","SPY",2026-03-13,"P",720,33.14,35.31,6,6,0.156624644775391
"2306","2026-02-18","SPY",2026-03-13,"P",721,33.65,36.32,4,0,0.160103613891602
"2307","2026-02-18","SPY",2026-03-13,"P",722,34.62,37.31,2,0,0.162972237548828
"2310","2026-02-18","SPY",2026-03-13,"P",740,52.63,55.3,3,0,0.216560568847656
"2314","2026-02-18","SPY",2026-03-20,"C",245,440.45,443.04,1,59,1.46582298339844
"2315","2026-02-18","SPY",2026-03-20,"C",250,435.49,438.2,1,35,1.47461200195313
"2317","2026-02-18","SPY",2026-03-20,"C",260,425.5,428.24,1,29,1.42871379394531
"2318","2026-02-18","SPY",2026-03-20,"C",265,420.52,423.16,1,11,1.39306944091797
"2319","2026-02-18","SPY",2026-03-20,"C",270,403.71,406.61,3,26,1e-05
"2320","2026-02-18","SPY",2026-03-20,"C",275,416.21,419.02,2,10,2.01318856079102
"2321","2026-02-18","SPY",2026-03-20,"C",285,348.43,351.93,2,2,1e-05
"2322","2026-02-18","SPY",2026-03-20,"C",290,395.9,399.03,2,13,1.40918264160156
"2323","2026-02-18","SPY",2026-03-20,"C",295,278.76,282.61,15,17,1e-05
"2324","2026-02-18","SPY",2026-03-20,"C",300,385.65,388.39,2,79,1.26929076293945
"2325","2026-02-18","SPY",2026-03-20,"C",305,380.64,383.29,7,8,1.23291399169922
"2326","2026-02-18","SPY",2026-03-20,"C",310,381.15,384.5,1,1,1.79077253051758
"2327","2026-02-18","SPY",2026-03-20,"C",315,370.67,373.33,8,34,1.1953165234375
"2328","2026-02-18","SPY",2026-03-20,"C",320,365.72,368.43,4,32,1.18945717773437
"2329","2026-02-18","SPY",2026-03-20,"C",325,360.73,363.36,1,3,1.16113700683594
"2330","2026-02-18","SPY",2026-03-20,"C",330,355.92,358.99,1,19,1.21289456054687
"2331","2026-02-18","SPY",2026-03-20,"C",335,356.48,359.29,5,2,1.64123714538574
"2332","2026-02-18","SPY",2026-03-20,"C",340,351.48,354.29,11,26,1.61194041687012
"2333","2026-02-18","SPY",2026-03-20,"C",345,340.8,343.51,7,39,1.09668420410156
"2334","2026-02-18","SPY",2026-03-20,"C",350,335.82,338.57,4,465,1.08301239746094
"2335","2026-02-18","SPY",2026-03-20,"C",355,330.82,333.55,32,15,1.06055157226563
"2336","2026-02-18","SPY",2026-03-20,"C",360,325.86,328.48,1,136,1.03760246826172
"2337","2026-02-18","SPY",2026-03-20,"C",365,320.88,323.59,2,71,1.02808103149414
"2338","2026-02-18","SPY",2026-03-20,"C",370,315.87,318.63,2,23,1.01050299438477
"2339","2026-02-18","SPY",2026-03-20,"C",375,310.9,313.54,3,61,0.986084123535156
"2340","2026-02-18","SPY",2026-03-20,"C",380,305.92,308.56,4,109,0.969726865234375
"2341","2026-02-18","SPY",2026-03-20,"C",385,300.93,303.58,38,176,0.952637192382812
"2342","2026-02-18","SPY",2026-03-20,"C",390,295.94,298.68,6,191,0.9414068359375
"2343","2026-02-18","SPY",2026-03-20,"C",395,290.97,293.63,1,327,0.920899228515625
"2344","2026-02-18","SPY",2026-03-20,"C",400,286.01,288.72,10,433,0.910889562988281
"2345","2026-02-18","SPY",2026-03-20,"C",405,281,283.61,414,64,0.884278500976562
"2346","2026-02-18","SPY",2026-03-20,"C",410,276.01,278.68,10,25,0.871339177246094
"2347","2026-02-18","SPY",2026-03-20,"C",415,271.05,273.7,2,11,0.856690886230469
"2348","2026-02-18","SPY",2026-03-20,"C",420,266.07,268.72,4,110,0.841066042480469
"2349","2026-02-18","SPY",2026-03-20,"C",425,261.09,263.74,33,128,0.825685336914062
"2350","2026-02-18","SPY",2026-03-20,"C",430,256.11,258.87,1,72,0.816163947753906
"2351","2026-02-18","SPY",2026-03-20,"C",435,257.76,260.57,5,53,1.17456467407227
"2352","2026-02-18","SPY",2026-03-20,"C",440,246.17,248.78,4,119,0.77929908203125
"2353","2026-02-18","SPY",2026-03-20,"C",445,241.19,243.83,1,130,0.76562734375
"2354","2026-02-18","SPY",2026-03-20,"C",450,236.2,238.85,7,287,0.749758361816406
